Question,Answer,File,URL
What are some common risk factors for developing bipolar disorder?,"- Having first-degree relatives with the diagnosis
- Underlying abnormality in nerve cell function in the brain
- Physical and psychological stress
- Developmentally starting in late adolescence or early adulthood
- More common in late adolescence or early adulthood, but can appear in children and older adults",0_1_1_11_4_2,https://www.manulife.ca/personal/plan-and-learn/mental-health/conditions/bipolar-disorder.html
How can the cycles of depression and mania in individuals with bipolar disorder vary over time?,"The cycles of depression and mania in individuals with bipolar disorder can vary over time, with periods of time in between that are relatively - or completely - symptom free. Some people may experience these episodes within a single week or even within a single day. Episodes may occur in distinct episodes or can switch rapidly, even multiple times in one week.",0_1_1_11_4_2,https://www.manulife.ca/personal/plan-and-learn/mental-health/conditions/bipolar-disorder.html
What are some common symptoms of grief?,"- Shock
- Sadness
- Anger
- Anxiety
- Numbness
- Relief
- Peace",0_1_1_11_4_3,https://www.manulife.ca/personal/plan-and-learn/mental-health/conditions/grief.html
How can a person seek help if they feel that life is not worth living?,"- Call a crisis line
- Visit the Emergency Room of a hospital
- Call a health care provider",0_1_1_11_4_3,https://www.manulife.ca/personal/plan-and-learn/mental-health/conditions/grief.html
What are the five phases of grief according to the Canadian Mental Health Association?,"Denial/numbness, Searching and yearning, Bargaining, Disorganization and despair, Reorganization and recovery",0_1_1_11_4_3,https://www.manulife.ca/personal/plan-and-learn/mental-health/conditions/grief.html
How can cultural factors affect the grieving process?,"Cultural factors can affect the grieving process by influencing the way individuals express or talk about grief, the pace and manner of mourning, and the impact of societal norms and beliefs on the grieving process.",0_1_1_11_4_3,https://www.manulife.ca/personal/plan-and-learn/mental-health/conditions/grief.html
When should a person seek help from a mental health professional for grief?,"- If a person feels that life is no longer worth living
- When the loss is sudden or unexpected
- When the loss is frightening, the result of an accident or disaster, or the result of a crime
- When a person's experience of mental illness, lack of personal and social supports, and difficult personal relationships affect the impact of grief",0_1_1_11_4_3,https://www.manulife.ca/personal/plan-and-learn/mental-health/conditions/grief.html
What kind of therapy options are available for those experiencing grief?,"Individual therapy, group therapy, grief counselling",0_1_1_11_4_3,https://www.manulife.ca/personal/plan-and-learn/mental-health/conditions/grief.html
What are some medications that may be prescribed to manage symptoms of grief?,"- Antidepressants
- Anti-anxiety medications
- Sedative medications",0_1_1_11_4_3,https://www.manulife.ca/personal/plan-and-learn/mental-health/conditions/grief.html
How can maintaining healthy habits help during the grieving process?,"Maintaining healthy habits can help relieve tension and stress, make a person less vulnerable to depression and mood changes, and help other treatments work more effectively.",0_1_1_11_4_3,https://www.manulife.ca/personal/plan-and-learn/mental-health/conditions/grief.html
How can involving friends and family in the recovery plan be beneficial?,"Involving friends and family in the recovery plan can be beneficial by providing support, encouragement, companionship, and accountability.",0_1_1_11_4_3,https://www.manulife.ca/personal/plan-and-learn/mental-health/conditions/grief.html
"What is a relapse in the context of grief, and how can it be prevented?",A relapse in the context of grief is when symptoms of grief return months or years after they first go away. It can be prevented by having a good relapse prevention plan in place.,0_1_1_11_4_3,https://www.manulife.ca/personal/plan-and-learn/mental-health/conditions/grief.html
What tips can help a person successfully return to work after a period of absence due to grief?,"1. Prepare to return gradually
2. Communicate with your employer
3. Seek support from colleagues
4. Establish boundaries
5. Take care of yourself",0_1_1_11_4_3,https://www.manulife.ca/personal/plan-and-learn/mental-health/conditions/grief.html
What are some symptoms of clinical depression?,"- Affect a person’s thinking, relationships, ability to carry out family and work responsibilities and physical health
- Interferes with the ability to sleep, eat, work, study, interact with others and have fun
- Feelings of helplessness, hopelessness, and worthlessness
- Consumes day-to-day living
- Intense feelings that there is no relief and that these feelings will never end",0_1_1_11_4_4,https://www.manulife.ca/personal/plan-and-learn/mental-health/conditions/depression.html
What factors may contribute to the development of depression?,"- Biological and genetic factors
- Environmental, social, and cultural influences
- Childhood or developmental events",0_1_1_11_4_4,https://www.manulife.ca/personal/plan-and-learn/mental-health/conditions/depression.html
How can someone determine if they need medical assistance for depression?,"Having the following symptoms continuously for more than two weeks may warrant seeking medical assistance or advice, such as talking to a health care provider (e.g., family doctor or mental health specialist). No single symptom is a diagnosis of depression. All of these symptoms should be taken seriously and can be treated.",0_1_1_11_4_4,https://www.manulife.ca/personal/plan-and-learn/mental-health/conditions/depression.html
What are some common treatments for depression?,"- Antidepressant medication
- Psychotherapy/counselling
- Lifestyle changes
- Cognitive behavioural therapy (CBT)
- Interpersonal therapy
- Mindfulness-based interventions
- Group therapy",0_1_1_11_4_4,https://www.manulife.ca/personal/plan-and-learn/mental-health/conditions/depression.html
What are some different types of psychotherapy that can help with depression?,"- Cognitive behavioural therapy (CBT)
- Interpersonal therapy
- Mindfulness",0_1_1_11_4_4,https://www.manulife.ca/personal/plan-and-learn/mental-health/conditions/depression.html
"How can lifestyle changes like diet, exercise, and sleep affect depression?","Maintaining adequate nutrition, regular physical activity, and sticking to a proper sleep schedule may help relieve tension and make a person less vulnerable to depression and mood changes.",0_1_1_11_4_4,https://www.manulife.ca/personal/plan-and-learn/mental-health/conditions/depression.html
How can involving friends and family in a treatment plan help with depression?,"Involving friends and family in a treatment plan for depression can provide support, encouragement, and motivation. It can also help create a sense of community and reduce feelings of isolation. Friends and family can assist in implementing self-care activities, such as exercising together or preparing healthy meals. Additionally, involving loved ones can help individuals feel understood, validated, and less alone in their struggles with depression.",0_1_1_11_4_4,https://www.manulife.ca/personal/plan-and-learn/mental-health/conditions/depression.html
What are some self-care activities that may help relieve symptoms of depression?,"Maintaining adequate nutrition, regular physical activity, sticking to a proper sleep schedule, involving friends and family in a ""get-better"" plan, participating in group activities.",0_1_1_11_4_4,https://www.manulife.ca/personal/plan-and-learn/mental-health/conditions/depression.html
How can an individual be an active participant in their own treatment and recovery from depression?,"- By recognizing that professional help may be needed
- By seeking immediate help if they feel that life is no longer worth living and are thinking about or planning suicide
- By engaging in self-care activities to help relieve symptoms of depression
- By involving friends and family in their treatment plan
- By participating in group therapy
- By making positive lifestyle changes with the support of others
- By developing a plan to return to work and eventually returning to work after time away for treatment",0_1_1_11_4_4,https://www.manulife.ca/personal/plan-and-learn/mental-health/conditions/depression.html
What resources are available for more information on depression and mental health?,"- Canadian Mental Health Association
- Canadian Network for Mood and Anxiety Treatments
- Centre for Addiction and Mental Health
- Mood Disorders Society of Canada
- Mood Disorders Association of Ontario",0_1_1_11_4_4,https://www.manulife.ca/personal/plan-and-learn/mental-health/conditions/depression.html
What are some treatments that can help individuals recover from substance use disorder?,"- Proper treatment
- Support
- Self-care",0_1_1_11_4_5,https://www.manulife.ca/personal/plan-and-learn/mental-health/conditions/substance-use-disorder.html
What are the risk factors that contribute to the likelihood of developing a problem with substance use?,"- Substance use and other mental illnesses
- Family history of mental health conditions such as depression, anxiety, or bipolar disorder
- Using drugs or alcohol to control symptoms of other mental health conditions
- Having symptoms of anxiety or depression
- Developing different ways to cope with unpleasant thoughts and feelings",0_1_1_11_4_5,https://www.manulife.ca/personal/plan-and-learn/mental-health/conditions/substance-use-disorder.html
How are substance use disorders related to other mental health conditions?,"Substance use disorders are often seen with other mental health conditions and the term “concurrent disorder” is used to identify this combination. A significant risk factor for developing a problem with substance use is having symptoms, or a family history, of another mental health condition such as depression, anxiety or bipolar disorder. In some instances, people may use drugs or alcohol to try to control symptoms of these other conditions, which can lead to problems with substance use and make symptoms of mental illness worse. The treatment for concurrent disorders addresses the symptoms of substance use disorder and other mental health conditions at the same time.",0_1_1_11_4_5,https://www.manulife.ca/personal/plan-and-learn/mental-health/conditions/substance-use-disorder.html
